job_id,title,role_id,role_title,category,company,company_type,company_tier,location,location_tier,min_experience_years,max_experience_years,avg_experience_years,required_skills,preferred_skills,all_skills,salary_min_lpa,salary_max_lpa,salary_mid_lpa,description,posted_days_ago,applicants_count
JOB-1318,Entry Level Data Scientist,data_scientist,Data Scientist,Data Science,Flipkart,High-Growth Unicorn,Tier-1,Gurgaon / Delhi NCR,Tier-1,0,1,1,"machine_learning,sql,matplotlib_seaborn,scikit_learn,pandas,numpy,statistics,nlp,deep_learning,python","feature_engineering,xgboost","machine_learning,sql,matplotlib_seaborn,scikit_learn,pandas,numpy,feature_engineering,statistics,xgboost,nlp,deep_learning,python",11.0,25.1,18.1,"We are hiring a talented Data Scientist to join Flipkart in Gurgaon / Delhi NCR. Builds predictive statistical and machine learning models to solve high-impact business problems. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 1+ years of experience with Machine Learning, Sql, Matplotlib Seaborn, Scikit Learn, Pandas, Numpy, Statistics, Nlp, Deep Learning, Python. Preferred / Good to have: Feature Engineering, Xgboost. Strong analytical mindset, problem-solving, and communication skills required.",16,251
JOB-1319,Mid-Level Specialist NLP / LLM Engineer,nlp_engineer,NLP / LLM Engineer,Data Science,Google India,Tech Giant,Tier-1,"Noida, Uttar Pradesh",Tier-2,3,6,4,"machine_learning,scikit_learn,llms,pytorch,nlp,deep_learning,git,python",mlops,"machine_learning,scikit_learn,llms,pytorch,nlp,deep_learning,git,mlops,python",20.7,54.7,37.7,"We are hiring a talented NLP / LLM Engineer to join Google India in Noida, Uttar Pradesh. Develops conversational AI systems, RAG pipelines, LLM fine-tuning, and semantic search architectures. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 4+ years of experience with Machine Learning, Scikit Learn, Llms, Pytorch, Nlp, Deep Learning, Git, Python. Preferred / Good to have: Mlops. Strong analytical mindset, problem-solving, and communication skills required.",26,371
JOB-1320,Junior Data Engineer,data_engineer,Data Engineer,Engineering,IBM India Research,Enterprise Tech,Tier-2,"Ahmedabad, Gujarat",Tier-3,0,1,0,"postgresql,linux,docker,apache_spark,apache_airflow,python,etl_pipelines",scala,"postgresql,linux,docker,apache_spark,apache_airflow,scala,python,etl_pipelines",6.8,16.9,11.8,"We are hiring a talented Data Engineer to join IBM India Research in Ahmedabad, Gujarat. Designs robust data architectures, distributed computing pipelines, and warehouse infrastructure. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 0+ years of experience with Postgresql, Linux, Docker, Apache Spark, Apache Airflow, Python, Etl Pipelines. Preferred / Good to have: Scala. Strong analytical mindset, problem-solving, and communication skills required.",23,250
JOB-1321,Junior Associate Cybersecurity & Security Operations Engineer,cybersecurity_engineer,Cybersecurity & Security Operations Engineer,Cloud & Infrastructure,Microsoft IDC,Tech Giant,Tier-1,"Ahmedabad, Gujarat",Tier-3,1,3,1,"problem_solving,linux,siem,aws,git,penetration_testing,ci_cd,cybersecurity,python","kubernetes,network_security","problem_solving,linux,siem,network_security,aws,kubernetes,git,penetration_testing,ci_cd,cybersecurity,python",8.7,24.2,16.4,"We are hiring a talented Cybersecurity & Security Operations Engineer to join Microsoft IDC in Ahmedabad, Gujarat. Protects digital assets, performs penetration testing, analyzes threat telemetry, and mitigates security vulnerabilities. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 1+ years of experience with Problem Solving, Linux, Siem, Aws, Git, Penetration Testing, Ci Cd, Cybersecurity, Python. Preferred / Good to have: Kubernetes, Network Security. Strong analytical mindset, problem-solving, and communication skills required.",20,292
JOB-1322,Mid-Level Specialist Cybersecurity & Security Operations Engineer,cybersecurity_engineer,Cybersecurity & Security Operations Engineer,Cloud & Infrastructure,Wipro Technologies,IT Services & Enterprise,Tier-2,"Hyderabad, Telangana",Tier-1,3,6,5,"problem_solving,linux,siem,aws,git,penetration_testing,cybersecurity,python","ci_cd,terraform","problem_solving,linux,terraform,siem,aws,git,penetration_testing,ci_cd,cybersecurity,python",11.4,32.6,22.0,"We are hiring a talented Cybersecurity & Security Operations Engineer to join Wipro Technologies in Hyderabad, Telangana. Protects digital assets, performs penetration testing, analyzes threat telemetry, and mitigates security vulnerabilities. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 5+ years of experience with Problem Solving, Linux, Siem, Aws, Git, Penetration Testing, Cybersecurity, Python. Preferred / Good to have: Ci Cd, Terraform. Strong analytical mindset, problem-solving, and communication skills required.",18,378
JOB-1323,Principal Enterprise Solutions Architect,solutions_architect,Enterprise Solutions Architect,Engineering & Strategy,Wipro Technologies,IT Services & Enterprise,Tier-2,"Pune, Maharashtra",Tier-1,10,15,11,"communication,docker,leadership,aws,rest_apis,agile_scrum,system_design,azure","gcp,ci_cd,terraform","communication,terraform,docker,leadership,aws,rest_apis,agile_scrum,system_design,azure,ci_cd,gcp",32.1,94.3,63.2,"We are hiring a talented Enterprise Solutions Architect to join Wipro Technologies in Pune, Maharashtra. Designs holistic end-to-end technical system blueprints, tech stacks, and cloud migration strategies for enterprises. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 11+ years of experience with Communication, Docker, Leadership, Aws, Rest Apis, Agile Scrum, System Design, Azure. Preferred / Good to have: Gcp, Ci Cd, Terraform. Strong analytical mindset, problem-solving, and communication skills required.",16,271
JOB-1324,Mid-Level Specialist Cloud / DevOps Architect,cloud_architect,Cloud / DevOps Architect,Cloud & Infrastructure,Goldman Sachs,Fintech & Investment Banking,Tier-1,"Ahmedabad, Gujarat",Tier-3,3,6,5,"terraform,docker,linux,aws,kubernetes,system_design,azure,ci_cd,python",monitoring_observability,"linux,terraform,docker,aws,kubernetes,system_design,azure,ci_cd,python,monitoring_observability",20.8,56.7,38.8,"We are hiring a talented Cloud / DevOps Architect to join Goldman Sachs in Ahmedabad, Gujarat. Architects secure, scalable multi-cloud infrastructure, automation pipelines, and site reliability. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 5+ years of experience with Terraform, Docker, Linux, Aws, Kubernetes, System Design, Azure, Ci Cd, Python. Preferred / Good to have: Monitoring Observability. Strong analytical mindset, problem-solving, and communication skills required.",5,269
JOB-1325,Senior Engineer Business Intelligence Analyst,bi_analyst,Business Intelligence Analyst,Analytics,Wipro Technologies,IT Services & Enterprise,Tier-2,"Kolkata, West Bengal",Tier-3,6,10,6,"communication,sql,excel,tableau,statistics,power_bi,business_intelligence,python",snowflake,"communication,snowflake,sql,excel,tableau,statistics,power_bi,business_intelligence,python",4.8,12.4,8.6,"We are hiring a talented Business Intelligence Analyst to join Wipro Technologies in Kolkata, West Bengal. Transforms business data into strategic executive dashboards, reports, and predictive trend analyses. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 6+ years of experience with Communication, Sql, Excel, Tableau, Statistics, Power Bi, Business Intelligence, Python. Preferred / Good to have: Snowflake. Strong analytical mindset, problem-solving, and communication skills required.",27,281
JOB-1326,Junior Associate QA Automation & SDET Engineer,sdet_qa_engineer,QA Automation & SDET Engineer,Software Engineering,Target India,Retail Enterprise,Tier-2,"Noida, Uttar Pradesh",Tier-2,1,3,3,"sql,javascript,linux,docker,rest_apis,git,ci_cd,python",problem_solving,"problem_solving,sql,linux,javascript,docker,rest_apis,git,ci_cd,python",6.8,18.6,12.7,"We are hiring a talented QA Automation & SDET Engineer to join Target India in Noida, Uttar Pradesh. Authors automated test suites, end-to-end integration frameworks, and load testing harnesses. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 3+ years of experience with Sql, Javascript, Linux, Docker, Rest Apis, Git, Ci Cd, Python. Preferred / Good to have: Problem Solving. Strong analytical mindset, problem-solving, and communication skills required.",28,39
JOB-1327,Junior Associate Business Intelligence Analyst,bi_analyst,Business Intelligence Analyst,Analytics,Walmart Global Tech,Retail Tech,Tier-1,Gurgaon / Delhi NCR,Tier-1,1,3,1,"looker,sql,excel,tableau,power_bi,business_intelligence,python,etl_pipelines",dbt,"looker,sql,excel,tableau,power_bi,business_intelligence,python,etl_pipelines,dbt",7.2,15.3,11.2,"We are hiring a talented Business Intelligence Analyst to join Walmart Global Tech in Gurgaon / Delhi NCR. Transforms business data into strategic executive dashboards, reports, and predictive trend analyses. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 1+ years of experience with Looker, Sql, Excel, Tableau, Power Bi, Business Intelligence, Python, Etl Pipelines. Preferred / Good to have: Dbt. Strong analytical mindset, problem-solving, and communication skills required.",15,148
JOB-1328,Junior Associate AI / Deep Learning Research Scientist,ai_research_scientist,AI / Deep Learning Research Scientist,Data Science & AI,TCS Innovation Labs,IT Services & Enterprise,Tier-2,"Mumbai, Maharashtra",Tier-1,1,3,1,"machine_learning,llms,tensorflow,pytorch,computer_vision,statistics,nlp,deep_learning",reinforcement_learning,"machine_learning,llms,tensorflow,pytorch,computer_vision,reinforcement_learning,statistics,nlp,deep_learning",12.7,35.5,24.1,"We are hiring a talented AI / Deep Learning Research Scientist to join TCS Innovation Labs in Mumbai, Maharashtra. Pioneers novel deep learning architectures, foundational model pre-training, and mathematical optimization. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 1+ years of experience with Machine Learning, Llms, Tensorflow, Pytorch, Computer Vision, Statistics, Nlp, Deep Learning. Preferred / Good to have: Reinforcement Learning. Strong analytical mindset, problem-solving, and communication skills required.",15,178
JOB-1329,Principal Business Intelligence Analyst,bi_analyst,Business Intelligence Analyst,Analytics,Google India,Tech Giant,Tier-1,"Kolkata, West Bengal",Tier-3,10,15,12,"problem_solving,communication,looker,sql,excel,tableau,statistics,power_bi",,"problem_solving,communication,looker,sql,excel,tableau,statistics,power_bi",12.5,25.4,18.9,"We are hiring a talented Business Intelligence Analyst to join Google India in Kolkata, West Bengal. Transforms business data into strategic executive dashboards, reports, and predictive trend analyses. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 12+ years of experience with Problem Solving, Communication, Looker, Sql, Excel, Tableau, Statistics, Power Bi. Preferred / Good to have: . Strong analytical mindset, problem-solving, and communication skills required.",18,74
JOB-1330,Mid-Level Specialist Generative AI & Agentic AI Specialist,genai_engineer,Generative AI & Agentic AI Specialist,Data Science & AI,Microsoft IDC,Tech Giant,Tier-1,"Noida, Uttar Pradesh",Tier-2,3,6,4,"redis,docker,fastapi,llms,pytorch,rest_apis,nlp,elasticsearch,python",system_design,"redis,docker,fastapi,llms,pytorch,rest_apis,nlp,system_design,elasticsearch,python",22.5,63.9,43.2,"We are hiring a talented Generative AI & Agentic AI Specialist to join Microsoft IDC in Noida, Uttar Pradesh. Architects multi-agent AI systems, custom vector embeddings, LLM orchestration, and enterprise RAG solutions. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 4+ years of experience with Redis, Docker, Fastapi, Llms, Pytorch, Rest Apis, Nlp, Elasticsearch, Python. Preferred / Good to have: System Design. Strong analytical mindset, problem-solving, and communication skills required.",17,216
JOB-1331,Mid-Level Specialist Product & Growth Analyst,product_analyst,Product & Growth Analyst,Analytics,NVIDIA Bangalore,AI Tech Giant,Tier-1,"Chennai, Tamil Nadu",Tier-2,3,6,3,"problem_solving,communication,product_analytics,tableau,statistics,business_intelligence,python",excel,"problem_solving,communication,product_analytics,excel,tableau,statistics,business_intelligence,python",10.4,27.0,18.7,"We are hiring a talented Product & Growth Analyst to join NVIDIA Bangalore in Chennai, Tamil Nadu. Drives product experimentation, user funnel optimization, cohort retention, and A/B test analysis. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 3+ years of experience with Problem Solving, Communication, Product Analytics, Tableau, Statistics, Business Intelligence, Python. Preferred / Good to have: Excel. Strong analytical mindset, problem-solving, and communication skills required.",15,302
JOB-1332,Mid-Level Specialist Machine Learning Engineer,ml_engineer,Machine Learning Engineer,Data Science & Engineering,Wipro Technologies,IT Services & Enterprise,Tier-2,"Ahmedabad, Gujarat",Tier-3,3,6,6,"machine_learning,docker,tensorflow,pytorch,kubernetes,deep_learning,mlops,python","rest_apis,scikit_learn","machine_learning,docker,scikit_learn,tensorflow,pytorch,kubernetes,rest_apis,deep_learning,mlops,python",12.2,35.9,24.0,"We are hiring a talented Machine Learning Engineer to join Wipro Technologies in Ahmedabad, Gujarat. Scales, optimizes, and deploys production machine learning systems, pipelines, and inference servers. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 6+ years of experience with Machine Learning, Docker, Tensorflow, Pytorch, Kubernetes, Deep Learning, Mlops, Python. Preferred / Good to have: Rest Apis, Scikit Learn. Strong analytical mindset, problem-solving, and communication skills required.",25,207
JOB-1333,Mid-Level Specialist Machine Learning Engineer,ml_engineer,Machine Learning Engineer,Data Science & Engineering,Google India,Tech Giant,Tier-1,"Noida, Uttar Pradesh",Tier-2,3,6,5,"machine_learning,docker,fastapi,pytorch,tensorflow,rest_apis,deep_learning,mlops,python",cpp,"machine_learning,cpp,docker,fastapi,tensorflow,pytorch,rest_apis,deep_learning,mlops,python",22.5,53.2,37.9,"We are hiring a talented Machine Learning Engineer to join Google India in Noida, Uttar Pradesh. Scales, optimizes, and deploys production machine learning systems, pipelines, and inference servers. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 5+ years of experience with Machine Learning, Docker, Fastapi, Pytorch, Tensorflow, Rest Apis, Deep Learning, Mlops, Python. Preferred / Good to have: Cpp. Strong analytical mindset, problem-solving, and communication skills required.",18,252
JOB-1334,Entry Level MLOps Engineer,mlops_engineer,MLOps Engineer,Engineering & DevOps,Microsoft IDC,Tech Giant,Tier-1,"Bangalore, Karnataka",Tier-1,0,1,1,"linux,docker,terraform,fastapi,aws,kubernetes,mlops,python","deep_learning,gcp,azure","terraform,linux,docker,fastapi,aws,kubernetes,deep_learning,azure,mlops,python,gcp",15.9,38.6,27.2,"We are hiring a talented MLOps Engineer to join Microsoft IDC in Bangalore, Karnataka. Automates machine learning model lifecycles, CI/CD orchestration, registry, and drift monitoring. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 1+ years of experience with Linux, Docker, Terraform, Fastapi, Aws, Kubernetes, Mlops, Python. Preferred / Good to have: Deep Learning, Gcp, Azure. Strong analytical mindset, problem-solving, and communication skills required.",3,321
JOB-1335,Junior Associate Big Data Solutions Architect,big_data_architect,Big Data Solutions Architect,Engineering,Deloitte USI,Consulting Tier-1,Tier-2,Remote (India),Remote,1,3,2,"sql,docker,apache_spark,aws,apache_kafka,system_design,hadoop,python",dbt,"sql,docker,apache_spark,aws,apache_kafka,system_design,hadoop,python,dbt",16.2,47.0,31.6,"We are hiring a talented Big Data Solutions Architect to join Deloitte USI in Remote (India). Architects petabyte-scale distributed data streaming, lakehouse architectures, and real-time event infrastructure. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 2+ years of experience with Sql, Docker, Apache Spark, Aws, Apache Kafka, System Design, Hadoop, Python. Preferred / Good to have: Dbt. Strong analytical mindset, problem-solving, and communication skills required.",5,197
JOB-1336,Junior Associate Analytics Engineer,analytics_engineer,Analytics Engineer,Analytics & Engineering,Flipkart,High-Growth Unicorn,Tier-1,Gurgaon / Delhi NCR,Tier-1,1,3,3,"snowflake,sql,bigquery,data_structures_algorithms,git,business_intelligence,etl_pipelines,dbt",databricks,"snowflake,sql,bigquery,databricks,data_structures_algorithms,git,business_intelligence,etl_pipelines,dbt",13.7,35.4,24.5,"We are hiring a talented Analytics Engineer to join Flipkart in Gurgaon / Delhi NCR. Bridges the gap between data analytics and data engineering using dbt, SQL modeling, and modern data stack warehouses. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 3+ years of experience with Snowflake, Sql, Bigquery, Data Structures Algorithms, Git, Business Intelligence, Etl Pipelines, Dbt. Preferred / Good to have: Databricks. Strong analytical mindset, problem-solving, and communication skills required.",22,169
JOB-1337,Junior Associate NLP / LLM Engineer,nlp_engineer,NLP / LLM Engineer,Data Science,Deloitte USI,Consulting Tier-1,Tier-2,"Hyderabad, Telangana",Tier-1,1,3,2,"machine_learning,docker,scikit_learn,llms,pytorch,nlp,deep_learning,python",system_design,"machine_learning,docker,scikit_learn,system_design,llms,pytorch,nlp,deep_learning,python",14.4,40.0,27.2,"We are hiring a talented NLP / LLM Engineer to join Deloitte USI in Hyderabad, Telangana. Develops conversational AI systems, RAG pipelines, LLM fine-tuning, and semantic search architectures. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 2+ years of experience with Machine Learning, Docker, Scikit Learn, Llms, Pytorch, Nlp, Deep Learning, Python. Preferred / Good to have: System Design. Strong analytical mindset, problem-solving, and communication skills required.",26,301
JOB-1338,Mid-Level Specialist DevSecOps Engineer,devsecops_engineer,DevSecOps Engineer,Cloud & Infrastructure,Atlassian India,Product Tech,Tier-1,"Kolkata, West Bengal",Tier-3,3,6,3,"terraform,linux,docker,bash,aws,kubernetes,git,ci_cd,cybersecurity",gcp,"linux,terraform,docker,bash,aws,kubernetes,git,ci_cd,cybersecurity,gcp",15.7,38.1,26.9,"We are hiring a talented DevSecOps Engineer to join Atlassian India in Kolkata, West Bengal. Embeds automated security scanning, compliance gates, and secret management into continuous delivery pipelines. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 3+ years of experience with Terraform, Linux, Docker, Bash, Aws, Kubernetes, Git, Ci Cd, Cybersecurity. Preferred / Good to have: Gcp. Strong analytical mindset, problem-solving, and communication skills required.",27,75
JOB-1339,Mid-Level Specialist MLOps Engineer,mlops_engineer,MLOps Engineer,Engineering & DevOps,Tiger Analytics,Analytics Consultancy,Tier-2,"Pune, Maharashtra",Tier-1,3,6,5,"linux,docker,fastapi,aws,kubernetes,mlops,ci_cd,python","gcp,deep_learning","linux,docker,fastapi,aws,kubernetes,deep_learning,mlops,ci_cd,python,gcp",17.1,48.1,32.6,"We are hiring a talented MLOps Engineer to join Tiger Analytics in Pune, Maharashtra. Automates machine learning model lifecycles, CI/CD orchestration, registry, and drift monitoring. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 5+ years of experience with Linux, Docker, Fastapi, Aws, Kubernetes, Mlops, Ci Cd, Python. Preferred / Good to have: Gcp, Deep Learning. Strong analytical mindset, problem-solving, and communication skills required.",17,318
JOB-1340,Senior Engineer Data Scientist,data_scientist,Data Scientist,Data Science,Qualcomm India,Hardware & AI,Tier-1,"Hyderabad, Telangana",Tier-1,6,10,6,"machine_learning,sql,docker,scikit_learn,pandas,numpy,statistics,python","aws,mlops","machine_learning,sql,docker,scikit_learn,pandas,aws,numpy,statistics,mlops,python",17.6,48.7,33.2,"We are hiring a talented Data Scientist to join Qualcomm India in Hyderabad, Telangana. Builds predictive statistical and machine learning models to solve high-impact business problems. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 6+ years of experience with Machine Learning, Sql, Docker, Scikit Learn, Pandas, Numpy, Statistics, Python. Preferred / Good to have: Aws, Mlops. Strong analytical mindset, problem-solving, and communication skills required.",9,311
JOB-1341,Senior Engineer AI / Deep Learning Research Scientist,ai_research_scientist,AI / Deep Learning Research Scientist,Data Science & AI,Walmart Global Tech,Retail Tech,Tier-1,"Pune, Maharashtra",Tier-1,6,10,10,"machine_learning,llms,tensorflow,pytorch,computer_vision,statistics,nlp,deep_learning,python","cpp,numpy","machine_learning,cpp,llms,tensorflow,pytorch,computer_vision,numpy,statistics,nlp,deep_learning,python",46.5,132.7,89.6,"We are hiring a talented AI / Deep Learning Research Scientist to join Walmart Global Tech in Pune, Maharashtra. Pioneers novel deep learning architectures, foundational model pre-training, and mathematical optimization. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 10+ years of experience with Machine Learning, Llms, Tensorflow, Pytorch, Computer Vision, Statistics, Nlp, Deep Learning, Python. Preferred / Good to have: Cpp, Numpy. Strong analytical mindset, problem-solving, and communication skills required.",28,377
JOB-1342,Junior Mobile App Developer (iOS / Android / Flutter),mobile_developer,Mobile App Developer (iOS / Android / Flutter),Software Engineering,Deloitte USI,Consulting Tier-1,Tier-2,Remote (India),Remote,0,1,0,"swift,kotlin,flutter,rest_apis,data_structures_algorithms,git,ci_cd",sqlite,"swift,kotlin,sqlite,flutter,rest_apis,data_structures_algorithms,git,ci_cd",5.8,17.6,11.7,"We are hiring a talented Mobile App Developer (iOS / Android / Flutter) to join Deloitte USI in Remote (India). Develops native and cross-platform mobile experiences for iOS and Android with intuitive touch UX. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 0+ years of experience with Swift, Kotlin, Flutter, Rest Apis, Data Structures Algorithms, Git, Ci Cd. Preferred / Good to have: Sqlite. Strong analytical mindset, problem-solving, and communication skills required.",25,199
JOB-1343,Mid-Level Specialist Quantitative Research Analyst,quant_analyst,Quantitative Research Analyst,Analytics & Finance,PhonePe,Fintech Unicorn,Tier-1,"Kolkata, West Bengal",Tier-3,3,6,3,"time_series,machine_learning,problem_solving,sql,r,pandas,statistics,python","scikit_learn,excel","problem_solving,machine_learning,sql,r,excel,python,scikit_learn,pandas,statistics,time_series",16.4,51.8,34.1,"We are hiring a talented Quantitative Research Analyst to join PhonePe in Kolkata, West Bengal. Develops mathematical trading algorithms, risk models, statistical arbitrage strategies, and market backtests. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 3+ years of experience with Time Series, Machine Learning, Problem Solving, Sql, R, Pandas, Statistics, Python. Preferred / Good to have: Scikit Learn, Excel. Strong analytical mindset, problem-solving, and communication skills required.",29,258
JOB-1344,Entry Level Database Administrator & Architect (DBA),database_administrator,Database Administrator & Architect (DBA),Engineering,Deloitte USI,Consulting Tier-1,Tier-2,"Pune, Maharashtra",Tier-1,0,1,1,"redis,mysql,sql,linux,docker,bash,mongodb,system_design","oracle,snowflake,monitoring_observability","redis,mysql,snowflake,sql,linux,docker,oracle,bash,mongodb,system_design,monitoring_observability",8.2,19.7,13.9,"We are hiring a talented Database Administrator & Architect (DBA) to join Deloitte USI in Pune, Maharashtra. Maintains database reliability, replication, query tuning, indexing optimization, and high availability clusters. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 1+ years of experience with Redis, Mysql, Sql, Linux, Docker, Bash, Mongodb, System Design. Preferred / Good to have: Oracle, Snowflake, Monitoring Observability. Strong analytical mindset, problem-solving, and communication skills required.",20,221
JOB-1345,Mid-Level Specialist Data Engineer,data_engineer,Data Engineer,Engineering,Cognizant Digital,IT Services & Enterprise,Tier-2,"Noida, Uttar Pradesh",Tier-2,3,6,5,"postgresql,docker,apache_spark,aws,apache_airflow,python,etl_pipelines,dbt",apache_kafka,"postgresql,docker,apache_spark,aws,apache_airflow,apache_kafka,python,etl_pipelines,dbt",10.3,28.5,19.4,"We are hiring a talented Data Engineer to join Cognizant Digital in Noida, Uttar Pradesh. Designs robust data architectures, distributed computing pipelines, and warehouse infrastructure. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 5+ years of experience with Postgresql, Docker, Apache Spark, Aws, Apache Airflow, Python, Etl Pipelines, Dbt. Preferred / Good to have: Apache Kafka. Strong analytical mindset, problem-solving, and communication skills required.",4,77
JOB-1346,Junior NLP / LLM Engineer,nlp_engineer,NLP / LLM Engineer,Data Science,NVIDIA Bangalore,AI Tech Giant,Tier-1,"Ahmedabad, Gujarat",Tier-3,0,1,0,"machine_learning,fastapi,llms,pytorch,aws,nlp,deep_learning,python",docker,"machine_learning,docker,fastapi,aws,llms,pytorch,nlp,deep_learning,python",10.7,26.1,18.4,"We are hiring a talented NLP / LLM Engineer to join NVIDIA Bangalore in Ahmedabad, Gujarat. Develops conversational AI systems, RAG pipelines, LLM fine-tuning, and semantic search architectures. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 0+ years of experience with Machine Learning, Fastapi, Llms, Pytorch, Aws, Nlp, Deep Learning, Python. Preferred / Good to have: Docker. Strong analytical mindset, problem-solving, and communication skills required.",3,353
JOB-1347,Mid-Level Specialist Enterprise Solutions Architect,solutions_architect,Enterprise Solutions Architect,Engineering & Strategy,Atlassian India,Product Tech,Tier-1,"Ahmedabad, Gujarat",Tier-3,3,6,4,"communication,docker,leadership,aws,rest_apis,kubernetes,system_design,gcp",,"communication,docker,leadership,aws,rest_apis,kubernetes,system_design,gcp",25.4,75.1,50.2,"We are hiring a talented Enterprise Solutions Architect to join Atlassian India in Ahmedabad, Gujarat. Designs holistic end-to-end technical system blueprints, tech stacks, and cloud migration strategies for enterprises. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 4+ years of experience with Communication, Docker, Leadership, Aws, Rest Apis, Kubernetes, System Design, Gcp. Preferred / Good to have: . Strong analytical mindset, problem-solving, and communication skills required.",15,250
JOB-1348,Junior Associate Data Scientist,data_scientist,Data Scientist,Data Science,Amazon Development Centre,Tech Giant,Tier-1,"Pune, Maharashtra",Tier-1,1,3,2,"machine_learning,sql,matplotlib_seaborn,scikit_learn,pandas,numpy,statistics,deep_learning","xgboost,feature_engineering","machine_learning,sql,matplotlib_seaborn,scikit_learn,pandas,numpy,feature_engineering,statistics,xgboost,deep_learning",11.8,29.3,20.6,"We are hiring a talented Data Scientist to join Amazon Development Centre in Pune, Maharashtra. Builds predictive statistical and machine learning models to solve high-impact business problems. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 2+ years of experience with Machine Learning, Sql, Matplotlib Seaborn, Scikit Learn, Pandas, Numpy, Statistics, Deep Learning. Preferred / Good to have: Xgboost, Feature Engineering. Strong analytical mindset, problem-solving, and communication skills required.",28,95
JOB-1349,Junior Associate Cloud / DevOps Architect,cloud_architect,Cloud / DevOps Architect,Cloud & Infrastructure,Flipkart,High-Growth Unicorn,Tier-1,"Noida, Uttar Pradesh",Tier-2,1,3,3,"linux,docker,terraform,bash,aws,kubernetes,system_design,azure,ci_cd,gcp",git,"terraform,linux,docker,bash,aws,git,kubernetes,system_design,azure,ci_cd,gcp",18.3,51.3,34.8,"We are hiring a talented Cloud / DevOps Architect to join Flipkart in Noida, Uttar Pradesh. Architects secure, scalable multi-cloud infrastructure, automation pipelines, and site reliability. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 3+ years of experience with Linux, Docker, Terraform, Bash, Aws, Kubernetes, System Design, Azure, Ci Cd, Gcp. Preferred / Good to have: Git. Strong analytical mindset, problem-solving, and communication skills required.",21,189
JOB-1350,Junior Associate Backend Software Engineer,backend_developer,Backend Software Engineer,Software Engineering,JPMorgan Chase & Co.,Fintech & Investment Banking,Tier-1,"Noida, Uttar Pradesh",Tier-2,1,3,2,"redis,postgresql,docker,fastapi,rest_apis,data_structures_algorithms,git,ci_cd,python",django,"redis,postgresql,docker,django,fastapi,rest_apis,data_structures_algorithms,git,ci_cd,python",8.9,24.9,16.9,"We are hiring a talented Backend Software Engineer to join JPMorgan Chase & Co. in Noida, Uttar Pradesh. Architects resilient server-side applications, database schemas, REST APIs, and microservices. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 2+ years of experience with Redis, Postgresql, Docker, Fastapi, Rest Apis, Data Structures Algorithms, Git, Ci Cd, Python. Preferred / Good to have: Django. Strong analytical mindset, problem-solving, and communication skills required.",2,250
